eventDate,qcFlagCode,value,timeSeriesId
2022-01-01T00:00:00Z,2,4.011,5cebf1de3d0f4a073c4bb94b
2022-01-01T00:15:00Z,2,3.857,5cebf1de3d0f4a073c4bb94b
2022-01-01T00:30:00Z,2,3.691,5cebf1de3d0f4a073c4bb94b
2022-01-01T00:45:00Z,2,3.513,5cebf1de3d0f4a073c4bb94b
2022-01-01T01:00:00Z,2,3.326,5cebf1de3d0f4a073c4bb94b
2022-01-01T01:15:00Z,2,3.131,5cebf1de3d0f4a073c4bb94b
2022-01-01T01:30:00Z,2,2.93,5cebf1de3d0f4a073c4bb94b
2022-01-01T01:45:00Z,2,2.725,5cebf1de3d0f4a073c4bb94b
2022-01-01T02:00:00Z,2,2.517,5cebf1de3d0f4a073c4bb94b
2022-01-01T02:15:00Z,2,2.307,5cebf1de3d0f4a073c4bb94b
2022-01-01T02:30:00Z,2,2.097,5cebf1de3d0f4a073c4bb94b
2022-01-01T02:45:00Z,2,1.889,5cebf1de3d0f4a073c4bb94b
2022-01-01T03:00:00Z,2,1.683,5cebf1de3d0f4a073c4bb94b
2022-01-01T03:15:00Z,2,1.482,5cebf1de3d0f4a073c4bb94b
2022-01-01T03:30:00Z,2,1.288,5cebf1de3d0f4a073c4bb94b
2022-01-01T03:45:00Z,2,1.104,5cebf1de3d0f4a073c4bb94b
2022-01-01T04:00:00Z,2,0.932,5cebf1de3d0f4a073c4bb94b
2022-01-01T04:15:00Z,2,0.776,5cebf1de3d0f4a073c4bb94b
2022-01-01T04:30:00Z,2,0.638,5cebf1de3d0f4a073c4bb94b
2022-01-01T04:45:00Z,2,0.521,5cebf1de3d0f4a073c4bb94b
2022-01-01T05:00:00Z,2,0.428,5cebf1de3d0f4a073c4bb94b
2022-01-01T05:15:00Z,2,0.361,5cebf1de3d0f4a073c4bb94b
2022-01-01T05:30:00Z,2,0.321,5cebf1de3d0f4a073c4bb94b
2022-01-01T05:45:00Z,2,0.309,5cebf1de3d0f4a073c4bb94b
2022-01-01T06:00:00Z,2,0.325,5cebf1de3d0f4a073c4bb94b
2022-01-01T06:15:00Z,2,0.369,5cebf1de3d0f4a073c4bb94b
2022-01-01T06:30:00Z,2,0.439,5cebf1de3d0f4a073c4bb94b
2022-01-01T06:45:00Z,2,0.533,5cebf1de3d0f4a073c4bb94b
2022-01-01T07:00:00Z,2,0.65,5cebf1de3d0f4a073c4bb94b
2022-01-01T07:15:00Z,2,0.787,5cebf1de3d0f4a073c4bb94b
2022-01-01T07:30:00Z,2,0.942,5cebf1de3d0f4a073c4bb94b
2022-01-01T07:45:00Z,2,1.112,5cebf1de3d0f4a073c4bb94b
2022-01-01T08:00:00Z,2,1.297,5cebf1de3d0f4a073c4bb94b
2022-01-01T08:15:00Z,2,1.492,5cebf1de3d0f4a073c4bb94b
2022-01-01T08:30:00Z,2,1.698,5cebf1de3d0f4a073c4bb94b
2022-01-01T08:45:00Z,2,1.912,5cebf1de3d0f4a073c4bb94b
2022-01-01T09:00:00Z,2,2.132,5cebf1de3d0f4a073c4bb94b
2022-01-01T09:15:00Z,2,2.356,5cebf1de3d0f4a073c4bb94b
2022-01-01T09:30:00Z,2,2.582,5cebf1de3d0f4a073c4bb94b
2022-01-01T09:45:00Z,2,2.808,5cebf1de3d0f4a073c4bb94b
2022-01-01T10:00:00Z,2,3.032,5cebf1de3d0f4a073c4bb94b
2022-01-01T10:15:00Z,2,3.249,5cebf1de3d0f4a073c4bb94b
2022-01-01T10:30:00Z,2,3.458,5cebf1de3d0f4a073c4bb94b
2022-01-01T10:45:00Z,2,3.656,5cebf1de3d0f4a073c4bb94b
2022-01-01T11:00:00Z,2,3.84,5cebf1de3d0f4a073c4bb94b
2022-01-01T11:15:00Z,2,4.008,5cebf1de3d0f4a073c4bb94b
2022-01-01T11:30:00Z,2,4.159,5cebf1de3d0f4a073c4bb94b
2022-01-01T11:45:00Z,2,4.29,5cebf1de3d0f4a073c4bb94b
2022-01-01T12:00:00Z,2,4.402,5cebf1de3d0f4a073c4bb94b
2022-02-01T00:00:00Z,2,4.376,5cebf1de3d0f4a073c4bb94b
2022-02-01T00:15:00Z,2,4.339,5cebf1de3d0f4a073c4bb94b
2022-02-01T00:30:00Z,2,4.283,5cebf1de3d0f4a073c4bb94b
2022-02-01T00:45:00Z,2,4.207,5cebf1de3d0f4a073c4bb94b
2022-02-01T01:00:00Z,2,4.112,5cebf1de3d0f4a073c4bb94b
2022-02-01T01:15:00Z,2,3.998,5cebf1de3d0f4a073c4bb94b
2022-02-01T01:30:00Z,2,3.866,5cebf1de3d0f4a073c4bb94b
2022-02-01T01:45:00Z,2,3.719,5cebf1de3d0f4a073c4bb94b
2022-02-01T02:00:00Z,2,3.557,5cebf1de3d0f4a073c4bb94b
2022-02-01T02:15:00Z,2,3.383,5cebf1de3d0f4a073c4bb94b
2022-02-01T02:30:00Z,2,3.199,5cebf1de3d0f4a073c4bb94b
2022-02-01T02:45:00Z,2,3.005,5cebf1de3d0f4a073c4bb94b
2022-02-01T03:00:00Z,2,2.805,5cebf1de3d0f4a073c4bb94b
2022-02-01T03:15:00Z,2,2.598,5cebf1de3d0f4a073c4bb94b
2022-02-01T03:30:00Z,2,2.388,5cebf1de3d0f4a073c4bb94b
2022-02-01T03:45:00Z,2,2.175,5cebf1de3d0f4a073c4bb94b
2022-02-01T04:00:00Z,2,1.96,5cebf1de3d0f4a073c4bb94b
2022-02-01T04:15:00Z,2,1.747,5cebf1de3d0f4a073c4bb94b
2022-02-01T04:30:00Z,2,1.535,5cebf1de3d0f4a073c4bb94b
2022-02-01T04:45:00Z,2,1.33,5cebf1de3d0f4a073c4bb94b
2022-02-01T05:00:00Z,2,1.132,5cebf1de3d0f4a073c4bb94b
2022-02-01T05:15:00Z,2,0.944,5cebf1de3d0f4a073c4bb94b
2022-02-01T05:30:00Z,2,0.772,5cebf1de3d0f4a073c4bb94b
2022-02-01T05:45:00Z,2,0.617,5cebf1de3d0f4a073c4bb94b
2022-02-01T06:00:00Z,2,0.483,5cebf1de3d0f4a073c4bb94b
2022-02-01T06:15:00Z,2,0.373,5cebf1de3d0f4a073c4bb94b
2022-02-01T06:30:00Z,2,0.29,5cebf1de3d0f4a073c4bb94b
2022-02-01T06:45:00Z,2,0.236,5cebf1de3d0f4a073c4bb94b
2022-02-01T07:00:00Z,2,0.211,5cebf1de3d0f4a073c4bb94b
2022-02-01T07:15:00Z,2,0.216,5cebf1de3d0f4a073c4bb94b
2022-02-01T07:30:00Z,2,0.251,5cebf1de3d0f4a073c4bb94b
2022-02-01T07:45:00Z,2,0.314,5cebf1de3d0f4a073c4bb94b
2022-02-01T08:00:00Z,2,0.403,5cebf1de3d0f4a073c4bb94b
2022-02-01T08:15:00Z,2,0.517,5cebf1de3d0f4a073c4bb94b
2022-02-01T08:30:00Z,2,0.652,5cebf1de3d0f4a073c4bb94b
2022-02-01T08:45:00Z,2,0.808,5cebf1de3d0f4a073c4bb94b
2022-02-01T09:00:00Z,2,0.98,5cebf1de3d0f4a073c4bb94b
2022-02-01T09:15:00Z,2,1.169,5cebf1de3d0f4a073c4bb94b
2022-02-01T09:30:00Z,2,1.371,5cebf1de3d0f4a073c4bb94b
2022-02-01T09:45:00Z,2,1.585,5cebf1de3d0f4a073c4bb94b
2022-02-01T10:00:00Z,2,1.809,5cebf1de3d0f4a073c4bb94b
2022-02-01T10:15:00Z,2,2.043,5cebf1de3d0f4a073c4bb94b
2022-02-01T10:30:00Z,2,2.283,5cebf1de3d0f4a073c4bb94b
2022-02-01T10:45:00Z,2,2.528,5cebf1de3d0f4a073c4bb94b
2022-02-01T11:00:00Z,2,2.775,5cebf1de3d0f4a073c4bb94b
2022-02-01T11:15:00Z,2,3.021,5cebf1de3d0f4a073c4bb94b
2022-02-01T11:30:00Z,2,3.262,5cebf1de3d0f4a073c4bb94b
2022-02-01T11:45:00Z,2,3.496,5cebf1de3d0f4a073c4bb94b
2022-02-01T12:00:00Z,2,3.718,5cebf1de3d0f4a073c4bb94b
2022-03-01T00:00:00Z,2,3.873,5cebf1de3d0f4a073c4bb94b
2022-03-01T00:15:00Z,2,3.785,5cebf1de3d0f4a073c4bb94b
2022-03-01T00:30:00Z,2,3.682,5cebf1de3d0f4a073c4bb94b
2022-03-01T00:45:00Z,2,3.565,5cebf1de3d0f4a073c4bb94b
2022-03-01T01:00:00Z,2,3.435,5cebf1de3d0f4a073c4bb94b
2022-03-01T01:15:00Z,2,3.294,5cebf1de3d0f4a073c4bb94b
2022-03-01T01:30:00Z,2,3.142,5cebf1de3d0f4a073c4bb94b
2022-03-01T01:45:00Z,2,2.983,5cebf1de3d0f4a073c4bb94b
2022-03-01T02:00:00Z,2,2.816,5cebf1de3d0f4a073c4bb94b
2022-03-01T02:15:00Z,2,2.644,5cebf1de3d0f4a073c4bb94b
2022-03-01T02:30:00Z,2,2.467,5cebf1de3d0f4a073c4bb94b
2022-03-01T02:45:00Z,2,2.288,5cebf1de3d0f4a073c4bb94b
2022-03-01T03:00:00Z,2,2.107,5cebf1de3d0f4a073c4bb94b
2022-03-01T03:15:00Z,2,1.926,5cebf1de3d0f4a073c4bb94b
2022-03-01T03:30:00Z,2,1.748,5cebf1de3d0f4a073c4bb94b
2022-03-01T03:45:00Z,2,1.574,5cebf1de3d0f4a073c4bb94b
2022-03-01T04:00:00Z,2,1.407,5cebf1de3d0f4a073c4bb94b
2022-03-01T04:15:00Z,2,1.249,5cebf1de3d0f4a073c4bb94b
2022-03-01T04:30:00Z,2,1.105,5cebf1de3d0f4a073c4bb94b
2022-03-01T04:45:00Z,2,0.976,5cebf1de3d0f4a073c4bb94b
2022-03-01T05:00:00Z,2,0.865,5cebf1de3d0f4a073c4bb94b
2022-03-01T05:15:00Z,2,0.776,5cebf1de3d0f4a073c4bb94b
2022-03-01T05:30:00Z,2,0.709,5cebf1de3d0f4a073c4bb94b
2022-03-01T05:45:00Z,2,0.667,5cebf1de3d0f4a073c4bb94b
2022-03-01T06:00:00Z,2,0.65,5cebf1de3d0f4a073c4bb94b
2022-03-01T06:15:00Z,2,0.659,5cebf1de3d0f4a073c4bb94b
2022-03-01T06:30:00Z,2,0.693,5cebf1de3d0f4a073c4bb94b
2022-03-01T06:45:00Z,2,0.75,5cebf1de3d0f4a073c4bb94b
2022-03-01T07:00:00Z,2,0.831,5cebf1de3d0f4a073c4bb94b
2022-03-01T07:15:00Z,2,0.931,5cebf1de3d0f4a073c4bb94b
2022-03-01T07:30:00Z,2,1.051,5cebf1de3d0f4a073c4bb94b
2022-03-01T07:45:00Z,2,1.188,5cebf1de3d0f4a073c4bb94b
2022-03-01T08:00:00Z,2,1.341,5cebf1de3d0f4a073c4bb94b
2022-03-01T08:15:00Z,2,1.507,5cebf1de3d0f4a073c4bb94b
2022-03-01T08:30:00Z,2,1.686,5cebf1de3d0f4a073c4bb94b
2022-03-01T08:45:00Z,2,1.876,5cebf1de3d0f4a073c4bb94b
2022-03-01T09:00:00Z,2,2.076,5cebf1de3d0f4a073c4bb94b
2022-03-01T09:15:00Z,2,2.284,5cebf1de3d0f4a073c4bb94b
2022-03-01T09:30:00Z,2,2.497,5cebf1de3d0f4a073c4bb94b
2022-03-01T09:45:00Z,2,2.714,5cebf1de3d0f4a073c4bb94b
2022-03-01T10:00:00Z,2,2.933,5cebf1de3d0f4a073c4bb94b
2022-03-01T10:15:00Z,2,3.149,5cebf1de3d0f4a073c4bb94b
2022-03-01T10:30:00Z,2,3.361,5cebf1de3d0f4a073c4bb94b
2022-03-01T10:45:00Z,2,3.565,5cebf1de3d0f4a073c4bb94b
2022-03-01T11:00:00Z,2,3.757,5cebf1de3d0f4a073c4bb94b
2022-03-01T11:15:00Z,2,3.935,5cebf1de3d0f4a073c4bb94b
2022-03-01T11:30:00Z,2,4.096,5cebf1de3d0f4a073c4bb94b
2022-03-01T11:45:00Z,2,4.239,5cebf1de3d0f4a073c4bb94b
2022-03-01T12:00:00Z,2,4.361,5cebf1de3d0f4a073c4bb94b
2022-04-01T00:00:00Z,2,3.838,5cebf1de3d0f4a073c4bb94b
2022-04-01T00:15:00Z,2,3.911,5cebf1de3d0f4a073c4bb94b
2022-04-01T00:30:00Z,2,3.965,5cebf1de3d0f4a073c4bb94b
2022-04-01T00:45:00Z,2,4.001,5cebf1de3d0f4a073c4bb94b
2022-04-01T01:00:00Z,2,4.016,5cebf1de3d0f4a073c4bb94b
2022-04-01T01:15:00Z,2,4.012,5cebf1de3d0f4a073c4bb94b
2022-04-01T01:30:00Z,2,3.988,5cebf1de3d0f4a073c4bb94b
2022-04-01T01:45:00Z,2,3.947,5cebf1de3d0f4a073c4bb94b
2022-04-01T02:00:00Z,2,3.889,5cebf1de3d0f4a073c4bb94b
2022-04-01T02:15:00Z,2,3.816,5cebf1de3d0f4a073c4bb94b
2022-04-01T02:30:00Z,2,3.729,5cebf1de3d0f4a073c4bb94b
2022-04-01T02:45:00Z,2,3.632,5cebf1de3d0f4a073c4bb94b
2022-04-01T03:00:00Z,2,3.524,5cebf1de3d0f4a073c4bb94b
2022-04-01T03:15:00Z,2,3.407,5cebf1de3d0f4a073c4bb94b
2022-04-01T03:30:00Z,2,3.283,5cebf1de3d0f4a073c4bb94b
2022-04-01T03:45:00Z,2,3.152,5cebf1de3d0f4a073c4bb94b
2022-04-01T04:00:00Z,2,3.015,5cebf1de3d0f4a073c4bb94b
2022-04-01T04:15:00Z,2,2.875,5cebf1de3d0f4a073c4bb94b
2022-04-01T04:30:00Z,2,2.732,5cebf1de3d0f4a073c4bb94b
2022-04-01T04:45:00Z,2,2.587,5cebf1de3d0f4a073c4bb94b
2022-04-01T05:00:00Z,2,2.445,5cebf1de3d0f4a073c4bb94b
2022-04-01T05:15:00Z,2,2.307,5cebf1de3d0f4a073c4bb94b
2022-04-01T05:30:00Z,2,2.176,5cebf1de3d0f4a073c4bb94b
2022-04-01T05:45:00Z,2,2.055,5cebf1de3d0f4a073c4bb94b
2022-04-01T06:00:00Z,2,1.948,5cebf1de3d0f4a073c4bb94b
2022-04-01T06:15:00Z,2,1.858,5cebf1de3d0f4a073c4bb94b
2022-04-01T06:30:00Z,2,1.788,5cebf1de3d0f4a073c4bb94b
2022-04-01T06:45:00Z,2,1.738,5cebf1de3d0f4a073c4bb94b
2022-04-01T07:00:00Z,2,1.712,5cebf1de3d0f4a073c4bb94b
2022-04-01T07:15:00Z,2,1.708,5cebf1de3d0f4a073c4bb94b
2022-04-01T07:30:00Z,2,1.728,5cebf1de3d0f4a073c4bb94b
2022-04-01T07:45:00Z,2,1.769,5cebf1de3d0f4a073c4bb94b
2022-04-01T08:00:00Z,2,1.83,5cebf1de3d0f4a073c4bb94b
2022-04-01T08:15:00Z,2,1.91,5cebf1de3d0f4a073c4bb94b
2022-04-01T08:30:00Z,2,2.006,5cebf1de3d0f4a073c4bb94b
2022-04-01T08:45:00Z,2,2.116,5cebf1de3d0f4a073c4bb94b
2022-04-01T09:00:00Z,2,2.239,5cebf1de3d0f4a073c4bb94b
2022-04-01T09:15:00Z,2,2.373,5cebf1de3d0f4a073c4bb94b
2022-04-01T09:30:00Z,2,2.517,5cebf1de3d0f4a073c4bb94b
2022-04-01T09:45:00Z,2,2.669,5cebf1de3d0f4a073c4bb94b
2022-04-01T10:00:00Z,2,2.828,5cebf1de3d0f4a073c4bb94b
2022-04-01T10:15:00Z,2,2.993,5cebf1de3d0f4a073c4bb94b
2022-04-01T10:30:00Z,2,3.162,5cebf1de3d0f4a073c4bb94b
2022-04-01T10:45:00Z,2,3.333,5cebf1de3d0f4a073c4bb94b
2022-04-01T11:00:00Z,2,3.503,5cebf1de3d0f4a073c4bb94b
2022-04-01T11:15:00Z,2,3.669,5cebf1de3d0f4a073c4bb94b
2022-04-01T11:30:00Z,2,3.829,5cebf1de3d0f4a073c4bb94b
2022-04-01T11:45:00Z,2,3.979,5cebf1de3d0f4a073c4bb94b
2022-04-01T12:00:00Z,2,4.114,5cebf1de3d0f4a073c4bb94b
2022-05-01T00:00:00Z,2,3.53,5cebf1de3d0f4a073c4bb94b
2022-05-01T00:15:00Z,2,3.675,5cebf1de3d0f4a073c4bb94b
2022-05-01T00:30:00Z,2,3.805,5cebf1de3d0f4a073c4bb94b
2022-05-01T00:45:00Z,2,3.919,5cebf1de3d0f4a073c4bb94b
2022-05-01T01:00:00Z,2,4.014,5cebf1de3d0f4a073c4bb94b
2022-05-01T01:15:00Z,2,4.09,5cebf1de3d0f4a073c4bb94b
2022-05-01T01:30:00Z,2,4.147,5cebf1de3d0f4a073c4bb94b
2022-05-01T01:45:00Z,2,4.185,5cebf1de3d0f4a073c4bb94b
2022-05-01T02:00:00Z,2,4.205,5cebf1de3d0f4a073c4bb94b
2022-05-01T02:15:00Z,2,4.209,5cebf1de3d0f4a073c4bb94b
2022-05-01T02:30:00Z,2,4.197,5cebf1de3d0f4a073c4bb94b
2022-05-01T02:45:00Z,2,4.172,5cebf1de3d0f4a073c4bb94b
2022-05-01T03:00:00Z,2,4.133,5cebf1de3d0f4a073c4bb94b
2022-05-01T03:15:00Z,2,4.084,5cebf1de3d0f4a073c4bb94b
2022-05-01T03:30:00Z,2,4.024,5cebf1de3d0f4a073c4bb94b
2022-05-01T03:45:00Z,2,3.954,5cebf1de3d0f4a073c4bb94b
2022-05-01T04:00:00Z,2,3.877,5cebf1de3d0f4a073c4bb94b
2022-05-01T04:15:00Z,2,3.792,5cebf1de3d0f4a073c4bb94b
2022-05-01T04:30:00Z,2,3.701,5cebf1de3d0f4a073c4bb94b
2022-05-01T04:45:00Z,2,3.604,5cebf1de3d0f4a073c4bb94b
2022-05-01T05:00:00Z,2,3.504,5cebf1de3d0f4a073c4bb94b
2022-05-01T05:15:00Z,2,3.402,5cebf1de3d0f4a073c4bb94b
2022-05-01T05:30:00Z,2,3.301,5cebf1de3d0f4a073c4bb94b
2022-05-01T05:45:00Z,2,3.203,5cebf1de3d0f4a073c4bb94b
2022-05-01T06:00:00Z,2,3.111,5cebf1de3d0f4a073c4bb94b
2022-05-01T06:15:00Z,2,3.027,5cebf1de3d0f4a073c4bb94b
2022-05-01T06:30:00Z,2,2.954,5cebf1de3d0f4a073c4bb94b
2022-05-01T06:45:00Z,2,2.894,5cebf1de3d0f4a073c4bb94b
2022-05-01T07:00:00Z,2,2.849,5cebf1de3d0f4a073c4bb94b
2022-05-01T07:15:00Z,2,2.821,5cebf1de3d0f4a073c4bb94b
2022-05-01T07:30:00Z,2,2.809,5cebf1de3d0f4a073c4bb94b
2022-05-01T07:45:00Z,2,2.813,5cebf1de3d0f4a073c4bb94b
2022-05-01T08:00:00Z,2,2.834,5cebf1de3d0f4a073c4bb94b
2022-05-01T08:15:00Z,2,2.868,5cebf1de3d0f4a073c4bb94b
2022-05-01T08:30:00Z,2,2.916,5cebf1de3d0f4a073c4bb94b
2022-05-01T08:45:00Z,2,2.974,5cebf1de3d0f4a073c4bb94b
2022-05-01T09:00:00Z,2,3.042,5cebf1de3d0f4a073c4bb94b
2022-05-01T09:15:00Z,2,3.119,5cebf1de3d0f4a073c4bb94b
2022-05-01T09:30:00Z,2,3.201,5cebf1de3d0f4a073c4bb94b
2022-05-01T09:45:00Z,2,3.289,5cebf1de3d0f4a073c4bb94b
2022-05-01T10:00:00Z,2,3.382,5cebf1de3d0f4a073c4bb94b
2022-05-01T10:15:00Z,2,3.477,5cebf1de3d0f4a073c4bb94b
2022-05-01T10:30:00Z,2,3.575,5cebf1de3d0f4a073c4bb94b
2022-05-01T10:45:00Z,2,3.674,5cebf1de3d0f4a073c4bb94b
2022-05-01T11:00:00Z,2,3.771,5cebf1de3d0f4a073c4bb94b
2022-05-01T11:15:00Z,2,3.865,5cebf1de3d0f4a073c4bb94b
2022-05-01T11:30:00Z,2,3.954,5cebf1de3d0f4a073c4bb94b
2022-05-01T11:45:00Z,2,4.035,5cebf1de3d0f4a073c4bb94b
2022-05-01T12:00:00Z,2,4.105,5cebf1de3d0f4a073c4bb94b
2022-06-01T00:00:00Z,2,2.875,5cebf1de3d0f4a073c4bb94b
2022-06-01T00:15:00Z,2,3.07,5cebf1de3d0f4a073c4bb94b
2022-06-01T00:30:00Z,2,3.259,5cebf1de3d0f4a073c4bb94b
2022-06-01T00:45:00Z,2,3.442,5cebf1de3d0f4a073c4bb94b
2022-06-01T01:00:00Z,2,3.614,5cebf1de3d0f4a073c4bb94b
2022-06-01T01:15:00Z,2,3.775,5cebf1de3d0f4a073c4bb94b
2022-06-01T01:30:00Z,2,3.922,5cebf1de3d0f4a073c4bb94b
2022-06-01T01:45:00Z,2,4.054,5cebf1de3d0f4a073c4bb94b
2022-06-01T02:00:00Z,2,4.169,5cebf1de3d0f4a073c4bb94b
2022-06-01T02:15:00Z,2,4.267,5cebf1de3d0f4a073c4bb94b
2022-06-01T02:30:00Z,2,4.348,5cebf1de3d0f4a073c4bb94b
2022-06-01T02:45:00Z,2,4.412,5cebf1de3d0f4a073c4bb94b
2022-06-01T03:00:00Z,2,4.459,5cebf1de3d0f4a073c4bb94b
2022-06-01T03:15:00Z,2,4.491,5cebf1de3d0f4a073c4bb94b
2022-06-01T03:30:00Z,2,4.508,5cebf1de3d0f4a073c4bb94b
2022-06-01T03:45:00Z,2,4.511,5cebf1de3d0f4a073c4bb94b
2022-06-01T04:00:00Z,2,4.501,5cebf1de3d0f4a073c4bb94b
2022-06-01T04:15:00Z,2,4.48,5cebf1de3d0f4a073c4bb94b
2022-06-01T04:30:00Z,2,4.447,5cebf1de3d0f4a073c4bb94b
2022-06-01T04:45:00Z,2,4.406,5cebf1de3d0f4a073c4bb94b
2022-06-01T05:00:00Z,2,4.355,5cebf1de3d0f4a073c4bb94b
2022-06-01T05:15:00Z,2,4.297,5cebf1de3d0f4a073c4bb94b
2022-06-01T05:30:00Z,2,4.233,5cebf1de3d0f4a073c4bb94b
2022-06-01T05:45:00Z,2,4.163,5cebf1de3d0f4a073c4bb94b
2022-06-01T06:00:00Z,2,4.09,5cebf1de3d0f4a073c4bb94b
2022-06-01T06:15:00Z,2,4.016,5cebf1de3d0f4a073c4bb94b
2022-06-01T06:30:00Z,2,3.941,5cebf1de3d0f4a073c4bb94b
2022-06-01T06:45:00Z,2,3.868,5cebf1de3d0f4a073c4bb94b
2022-06-01T07:00:00Z,2,3.798,5cebf1de3d0f4a073c4bb94b
2022-06-01T07:15:00Z,2,3.734,5cebf1de3d0f4a073c4bb94b
2022-06-01T07:30:00Z,2,3.677,5cebf1de3d0f4a073c4bb94b
2022-06-01T07:45:00Z,2,3.627,5cebf1de3d0f4a073c4bb94b
2022-06-01T08:00:00Z,2,3.587,5cebf1de3d0f4a073c4bb94b
2022-06-01T08:15:00Z,2,3.557,5cebf1de3d0f4a073c4bb94b
2022-06-01T08:30:00Z,2,3.537,5cebf1de3d0f4a073c4bb94b
2022-06-01T08:45:00Z,2,3.527,5cebf1de3d0f4a073c4bb94b
2022-06-01T09:00:00Z,2,3.526,5cebf1de3d0f4a073c4bb94b
2022-06-01T09:15:00Z,2,3.534,5cebf1de3d0f4a073c4bb94b
2022-06-01T09:30:00Z,2,3.549,5cebf1de3d0f4a073c4bb94b
2022-06-01T09:45:00Z,2,3.571,5cebf1de3d0f4a073c4bb94b
2022-06-01T10:00:00Z,2,3.598,5cebf1de3d0f4a073c4bb94b
2022-06-01T10:15:00Z,2,3.63,5cebf1de3d0f4a073c4bb94b
2022-06-01T10:30:00Z,2,3.665,5cebf1de3d0f4a073c4bb94b
2022-06-01T10:45:00Z,2,3.702,5cebf1de3d0f4a073c4bb94b
2022-06-01T11:00:00Z,2,3.74,5cebf1de3d0f4a073c4bb94b
2022-06-01T11:15:00Z,2,3.778,5cebf1de3d0f4a073c4bb94b
2022-06-01T11:30:00Z,2,3.816,5cebf1de3d0f4a073c4bb94b
2022-06-01T11:45:00Z,2,3.852,5cebf1de3d0f4a073c4bb94b
